"sent_index","gap","layers","language","that_comp","what","that","filler_effect","err","model"
3,"no-gap","1","English - Wh","no",11.9680624008179,7.40097081661224,4.56709158420563,0.238036462219969,"GPT2"
3,"no-gap","1","English - Wh","yes",11.9680624008179,7.40097081661224,4.56709158420563,0.247471476675754,"GPT2"
3,"no-gap","1","Norwegian - Wh","no",18.1887321472168,15.5476989746094,2.64103317260742,0.291730984871458,"GPT2"
3,"no-gap","1","Norwegian - Wh","yes",18.1887321472168,15.5476989746094,2.64103317260742,0.313951891753621,"GPT2"
3,"no-gap","1","Norwegian - RC","no",18.1113128662109,14.682544708252,3.42876815795899,0.280870324255448,"GPT2"
3,"no-gap","1","Norwegian - RC","yes",18.1113128662109,14.682544708252,3.42876815795899,0.294762926786819,"GPT2"
3,"no-gap","2","English - Wh","no",12.7845005989075,7.83501827716827,4.9494823217392,0.182808660142307,"GPT2"
3,"no-gap","2","English - Wh","yes",10.4624836444855,7.37445950508118,3.0880241394043,0.118679819114535,"GPT2"
3,"no-gap","2","Norwegian - Wh","no",18.5520076751709,16.060754776001,2.49125289916992,0.188918445181316,"GPT2"
3,"no-gap","2","Norwegian - Wh","yes",15.4274978637695,15.2789945602417,0.148503303527832,0.0939291816228446,"GPT2"
3,"no-gap","2","Norwegian - RC","no",17.6717948913574,13.112232208252,4.55956268310547,0.205003957721418,"GPT2"
3,"no-gap","2","Norwegian - RC","yes",15.5572624206543,13.5682058334351,1.98905658721924,0.159806804732694,"GPT2"
3,"no-gap","3","English - Wh","no",10.7600884437561,7.26812326908112,3.49196517467499,0.104219487609725,"GPT2"
3,"no-gap","3","English - Wh","yes",7.5661815404892,7.06168603897095,0.50449550151825,0.0555273440423392,"GPT2"
3,"no-gap","3","Norwegian - Wh","no",14.8371286392212,14.1405763626099,0.696552276611328,0.14209465225012,"GPT2"
3,"no-gap","3","Norwegian - Wh","yes",14.3905067443848,14.6048612594604,-0.214354515075684,0.0600942469388593,"GPT2"
3,"no-gap","3","Norwegian - RC","no",15.4208726882935,12.6777610778809,2.7431116104126,0.144706131533571,"GPT2"
3,"no-gap","3","Norwegian - RC","yes",13.5768222808838,13.248327255249,0.328495025634764,0.0779846590327538,"GPT2"
3,"no-gap","4","English - Wh","no",8.84347438812256,7.78732550144196,1.0561488866806,0.0808716483148791,"GPT2"
3,"no-gap","4","English - Wh","yes",7.63048052787781,7.31178939342499,0.31869113445282,0.0629012497159846,"GPT2"
3,"no-gap","4","Norwegian - Wh","no",15.323618888855,15.715371131897,-0.391752243041992,0.113362750134899,"GPT2"
3,"no-gap","4","Norwegian - Wh","yes",15.7143039703369,15.7534027099609,-0.0390987396240234,0.0592738849972877,"GPT2"
3,"no-gap","4","Norwegian - RC","no",15.7196769714355,14.7262840270996,0.993392944335939,0.120607910883837,"GPT2"
3,"no-gap","4","Norwegian - RC","yes",14.576696395874,14.8391590118408,-0.262462615966797,0.0631936208903588,"GPT2"
3,"no-gap","5","English - Wh","no",7.43128085136414,7.23207342624664,0.199207425117493,0.0795306315320518,"GPT2"
3,"no-gap","5","English - Wh","yes",7.10044825077057,6.96187436580658,0.138573884963989,0.0587554307708888,"GPT2"
3,"no-gap","5","Norwegian - Wh","no",15.4774751663208,16.2863025665283,-0.80882740020752,0.102170118901296,"GPT2"
3,"no-gap","5","Norwegian - Wh","yes",15.7871351242065,15.7875194549561,-0.000384330749511719,0.0612291683097722,"GPT2"
3,"no-gap","5","Norwegian - RC","no",15.2770185470581,15.0041570663452,0.272861480712887,0.0918351805988243,"GPT2"
3,"no-gap","5","Norwegian - RC","yes",15.0559749603271,15.1129560470581,-0.0569810867309553,0.0683896211687335,"GPT2"
4,"no-gap","1","English - Wh","no",10.885094165802,7.58635568618774,3.29873847961426,0.238036462219969,"GPT2"
4,"no-gap","1","English - Wh","yes",10.885094165802,7.58635568618774,3.29873847961426,0.247471476675754,"GPT2"
4,"no-gap","1","Norwegian - Wh","no",10.4320106506348,9.89110088348389,0.540909767150877,0.291730984871458,"GPT2"
4,"no-gap","1","Norwegian - Wh","yes",10.4320106506348,9.89110088348389,0.540909767150877,0.313951891753621,"GPT2"
4,"no-gap","1","Norwegian - RC","no",13.3503351211548,10.3119945526123,3.03834056854248,0.280870324255448,"GPT2"
4,"no-gap","1","Norwegian - RC","yes",13.3503351211548,10.3119945526123,3.03834056854248,0.294762926786819,"GPT2"
4,"no-gap","2","English - Wh","no",8.77688598632812,5.72445213794708,3.05243384838104,0.182808660142307,"GPT2"
4,"no-gap","2","English - Wh","yes",6.21650981903076,5.788898229599,0.427611589431763,0.118679819114535,"GPT2"
4,"no-gap","2","Norwegian - Wh","no",8.84853744506836,8.76750659942627,0.0810308456420898,0.188918445181316,"GPT2"
4,"no-gap","2","Norwegian - Wh","yes",8.05247116088867,8.69014358520508,-0.637672424316406,0.0939291816228446,"GPT2"
4,"no-gap","2","Norwegian - RC","no",9.36454677581787,9.22881698608398,0.135729789733888,0.205003957721418,"GPT2"
4,"no-gap","2","Norwegian - RC","yes",8.31855201721191,8.37717628479004,-0.058624267578125,0.159806804732694,"GPT2"
4,"no-gap","3","English - Wh","no",8.43038129806519,8.0326828956604,0.397698402404785,0.104219487609725,"GPT2"
4,"no-gap","3","English - Wh","yes",7.53715467453003,7.59875929355621,-0.0616046190261841,0.0555273440423392,"GPT2"
4,"no-gap","3","Norwegian - Wh","no",9.2551965713501,8.50555610656738,0.749640464782715,0.14209465225012,"GPT2"
4,"no-gap","3","Norwegian - Wh","yes",8.71334075927734,8.87153816223145,-0.158197402954102,0.0600942469388593,"GPT2"
4,"no-gap","3","Norwegian - RC","no",8.88960838317871,8.27662086486816,0.612987518310547,0.144706131533571,"GPT2"
4,"no-gap","3","Norwegian - RC","yes",8.31964492797852,8.46335506439209,-0.143710136413574,0.0779846590327538,"GPT2"
4,"no-gap","4","English - Wh","no",8.39819264411926,8.60563707351685,-0.207444429397583,0.0808716483148791,"GPT2"
4,"no-gap","4","English - Wh","yes",7.18649065494537,7.28428816795349,-0.0977975130081177,0.0629012497159846,"GPT2"
4,"no-gap","4","Norwegian - Wh","no",10.0640249252319,9.78405952453613,0.279965400695801,0.113362750134899,"GPT2"
4,"no-gap","4","Norwegian - Wh","yes",8.09823513031006,8.30572700500488,-0.207491874694824,0.0592738849972877,"GPT2"
4,"no-gap","4","Norwegian - RC","no",9.01256275177002,8.82329177856445,0.189270973205566,0.120607910883837,"GPT2"
4,"no-gap","4","Norwegian - RC","yes",8.00359058380127,8.09425163269043,-0.0906610488891602,0.0631936208903588,"GPT2"
4,"no-gap","5","English - Wh","no",8.44649958610535,8.38114547729492,0.0653541088104248,0.0795306315320518,"GPT2"
4,"no-gap","5","English - Wh","yes",7.42475783824921,7.41542446613312,0.00933337211608887,0.0587554307708888,"GPT2"
4,"no-gap","5","Norwegian - Wh","no",9.32272911071777,8.95765781402588,0.365071296691893,0.102170118901296,"GPT2"
4,"no-gap","5","Norwegian - Wh","yes",8.84671878814697,9.07101535797119,-0.224296569824219,0.0612291683097722,"GPT2"
4,"no-gap","5","Norwegian - RC","no",8.80438709259033,8.94972038269043,-0.145333290100098,0.0918351805988243,"GPT2"
4,"no-gap","5","Norwegian - RC","yes",8.03579616546631,8.26819610595703,-0.232399940490723,0.0683896211687335,"GPT2"
5,"no-gap","1","English - Wh","no",14.3783073425293,9.19182240962982,5.18648493289948,0.238036462219969,"GPT2"
5,"no-gap","1","English - Wh","yes",14.3783073425293,9.19182240962982,5.18648493289948,0.247471476675754,"GPT2"
5,"no-gap","1","Norwegian - Wh","no",9.79749298095703,7.90210676193237,1.89538621902466,0.291730984871458,"GPT2"
5,"no-gap","1","Norwegian - Wh","yes",9.79749298095703,7.90210676193237,1.89538621902466,0.313951891753621,"GPT2"
5,"no-gap","1","Norwegian - RC","no",10.3335056304932,7.4853835105896,2.84812211990356,0.280870324255448,"GPT2"
5,"no-gap","1","Norwegian - RC","yes",10.3335056304932,7.4853835105896,2.84812211990356,0.294762926786819,"GPT2"
5,"no-gap","2","English - Wh","no",13.3047552108765,9.7225466966629,3.58220851421356,0.182808660142307,"GPT2"
5,"no-gap","2","English - Wh","yes",11.3923752307892,10.1491631269455,1.24321210384369,0.118679819114535,"GPT2"
5,"no-gap","2","Norwegian - Wh","no",9.49700832366943,8.65510368347168,0.841904640197754,0.188918445181316,"GPT2"
5,"no-gap","2","Norwegian - Wh","yes",7.58196401596069,8.11927032470703,-0.537306308746338,0.0939291816228446,"GPT2"
5,"no-gap","2","Norwegian - RC","no",10.0650682449341,8.24630641937256,1.81876182556152,0.205003957721418,"GPT2"
5,"no-gap","2","Norwegian - RC","yes",7.96900653839111,7.52100372314453,0.448002815246582,0.159806804732694,"GPT2"
5,"no-gap","3","English - Wh","no",11.4615125656128,10.7401453256607,0.721367239952087,0.104219487609725,"GPT2"
5,"no-gap","3","English - Wh","yes",10.6567254066467,10.5426878929138,0.11403751373291,0.0555273440423392,"GPT2"
5,"no-gap","3","Norwegian - Wh","no",8.67720413208008,8.24599838256836,0.431205749511719,0.14209465225012,"GPT2"
5,"no-gap","3","Norwegian - Wh","yes",7.1475100517273,6.92453527450562,0.22297477722168,0.0600942469388593,"GPT2"
5,"no-gap","3","Norwegian - RC","no",9.07636165618896,8.08123874664307,0.995122909545898,0.144706131533571,"GPT2"
5,"no-gap","3","Norwegian - RC","yes",6.71932649612427,6.8053388595581,-0.0860123634338379,0.0779846590327538,"GPT2"
5,"no-gap","4","English - Wh","no",11.4736355543137,11.302624464035,0.171011090278625,0.0808716483148791,"GPT2"
5,"no-gap","4","English - Wh","yes",11.5426441431046,11.3166823387146,0.225961804389955,0.0629012497159846,"GPT2"
5,"no-gap","4","Norwegian - Wh","no",10.4315624237061,9.79862880706787,0.632933616638184,0.113362750134899,"GPT2"
5,"no-gap","4","Norwegian - Wh","yes",7.18673944473267,7.13612508773804,0.0506143569946289,0.0592738849972877,"GPT2"
5,"no-gap","4","Norwegian - RC","no",9.0002965927124,8.68890380859375,0.311392784118652,0.120607910883837,"GPT2"
5,"no-gap","4","Norwegian - RC","yes",7.3682107925415,7.19370365142822,0.174507141113281,0.0631936208903588,"GPT2"
5,"no-gap","5","English - Wh","no",11.7602739334106,11.8076702356339,-0.0473963022232056,0.0795306315320518,"GPT2"
5,"no-gap","5","English - Wh","yes",11.5521247386932,11.5696283578873,-0.0175036191940325,0.0587554307708888,"GPT2"
5,"no-gap","5","Norwegian - Wh","no",9.46105098724365,9.08252906799316,0.378521919250488,0.102170118901296,"GPT2"
5,"no-gap","5","Norwegian - Wh","yes",6.88777542114258,7.04001474380493,-0.152239322662354,0.0612291683097722,"GPT2"
5,"no-gap","5","Norwegian - RC","no",8.62985420227051,8.84726715087891,-0.217412948608398,0.0918351805988243,"GPT2"
5,"no-gap","5","Norwegian - RC","yes",7.27124309539795,7.45617198944092,-0.184928894042969,0.0683896211687335,"GPT2"
6,"no-gap","1","English - Wh","no",12.6522808074951,7.13117003440857,5.52111077308655,0.238036462219969,"GPT2"
6,"no-gap","1","English - Wh","yes",12.6522808074951,7.13117003440857,5.52111077308655,0.247471476675754,"GPT2"
6,"no-gap","1","Norwegian - Wh","no",14.6844120025635,6.96355199813843,7.72086000442505,0.291730984871458,"GPT2"
6,"no-gap","1","Norwegian - Wh","yes",14.6844120025635,6.96355199813843,7.72086000442505,0.313951891753621,"GPT2"
6,"no-gap","1","Norwegian - RC","no",12.8059630393982,8.22801303863525,4.57795000076294,0.280870324255448,"GPT2"
6,"no-gap","1","Norwegian - RC","yes",12.8059630393982,8.22801303863525,4.57795000076294,0.294762926786819,"GPT2"
6,"no-gap","2","English - Wh","no",10.6080853939056,6.76452827453613,3.84355711936951,0.182808660142307,"GPT2"
6,"no-gap","2","English - Wh","yes",8.73829770088196,6.06253576278687,2.67576193809509,0.118679819114535,"GPT2"
6,"no-gap","2","Norwegian - Wh","no",10.8460779190063,8.56407403945923,2.28200387954712,0.188918445181316,"GPT2"
6,"no-gap","2","Norwegian - Wh","yes",9.39501762390137,8.63647890090942,0.758538722991943,0.0939291816228446,"GPT2"
6,"no-gap","2","Norwegian - RC","no",9.54074668884277,8.90160894393921,0.639137744903564,0.205003957721418,"GPT2"
6,"no-gap","2","Norwegian - RC","yes",8.56313323974609,7.91755962371826,0.645573616027832,0.159806804732694,"GPT2"
6,"no-gap","3","English - Wh","no",8.4642858505249,6.7509355545044,1.71335029602051,0.104219487609725,"GPT2"
6,"no-gap","3","English - Wh","yes",6.40191507339478,6.03771543502808,0.364199638366699,0.0555273440423392,"GPT2"
6,"no-gap","3","Norwegian - Wh","no",10.6127064228058,8.44281899929047,2.16988742351532,0.14209465225012,"GPT2"
6,"no-gap","3","Norwegian - Wh","yes",8.06346786022186,7.7468638420105,0.316604018211365,0.0600942469388593,"GPT2"
6,"no-gap","3","Norwegian - RC","no",9.68802714347839,9.24857914447784,0.439447999000549,0.144706131533571,"GPT2"
6,"no-gap","3","Norwegian - RC","yes",8.63537263870239,8.58690595626831,0.048466682434082,0.0779846590327538,"GPT2"
6,"no-gap","4","English - Wh","no",6.56175017356873,6.3324408531189,0.229309320449829,0.0808716483148791,"GPT2"
6,"no-gap","4","English - Wh","yes",5.79509019851685,5.76202845573425,0.0330617427825928,0.0629012497159846,"GPT2"
6,"no-gap","4","Norwegian - Wh","no",9.00356161594391,8.84862041473389,0.154941201210022,0.113362750134899,"GPT2"
6,"no-gap","4","Norwegian - Wh","yes",9.49502658843994,9.74837732315063,-0.253350734710693,0.0592738849972877,"GPT2"
6,"no-gap","4","Norwegian - RC","no",9.28970301151276,9.41129410266876,-0.121591091156006,0.120607910883837,"GPT2"
6,"no-gap","4","Norwegian - RC","yes",9.14522933959961,9.12973833084106,0.0154910087585449,0.0631936208903588,"GPT2"
6,"no-gap","5","English - Wh","no",6.4570996761322,6.51713871955872,-0.0600390434265137,0.0795306315320518,"GPT2"
6,"no-gap","5","English - Wh","yes",5.49860763549805,5.51026964187622,-0.0116620063781738,0.0587554307708888,"GPT2"
6,"no-gap","5","Norwegian - Wh","no",8.30726277828217,8.67092907428741,-0.363666296005249,0.102170118901296,"GPT2"
6,"no-gap","5","Norwegian - Wh","yes",8.63988757133484,9.02915287017822,-0.389265298843384,0.0612291683097722,"GPT2"
6,"no-gap","5","Norwegian - RC","no",8.19662439823151,8.65471005439758,-0.458085656166077,0.0918351805988243,"GPT2"
6,"no-gap","5","Norwegian - RC","yes",8.59054493904114,8.85559892654419,-0.265053987503052,0.0683896211687335,"GPT2"
7,"no-gap","1","English - Wh","no",11.4507322311401,6.67821884155273,4.7725133895874,0.238036462219969,"GPT2"
7,"no-gap","1","English - Wh","yes",11.4507322311401,6.67821884155273,4.7725133895874,0.247471476675754,"GPT2"
7,"no-gap","1","Norwegian - Wh","no",11.3137884140015,6.59702014923096,4.71676826477051,0.291730984871458,"GPT2"
7,"no-gap","1","Norwegian - Wh","yes",11.3137884140015,6.59702014923096,4.71676826477051,0.313951891753621,"GPT2"
7,"no-gap","1","Norwegian - RC","no",12.2478046417236,7.92401456832886,4.32379007339478,0.280870324255448,"GPT2"
7,"no-gap","1","Norwegian - RC","yes",12.2478046417236,7.92401456832886,4.32379007339478,0.294762926786819,"GPT2"
7,"no-gap","2","English - Wh","no",9.23741626739502,7.75613117218018,1.48128509521484,0.182808660142307,"GPT2"
7,"no-gap","2","English - Wh","yes",7.88152647018433,7.37486457824707,0.506661891937256,0.118679819114535,"GPT2"
7,"no-gap","2","Norwegian - Wh","no",11.2640228271484,8.94007205963135,2.32395076751709,0.188918445181316,"GPT2"
7,"no-gap","2","Norwegian - Wh","yes",9.50925827026367,8.53105735778809,0.978200912475586,0.0939291816228446,"GPT2"
7,"no-gap","2","Norwegian - RC","no",12.8108339309692,9.88407611846924,2.9267578125,0.205003957721418,"GPT2"
7,"no-gap","2","Norwegian - RC","yes",12.08811378479,9.21293258666992,2.87518119812012,0.159806804732694,"GPT2"
7,"no-gap","3","English - Wh","no",7.88517904281616,6.8339958190918,1.05118322372437,0.104219487609725,"GPT2"
7,"no-gap","3","English - Wh","yes",6.44734001159668,6.02924156188965,0.418098449707031,0.0555273440423392,"GPT2"
7,"no-gap","3","Norwegian - Wh","no",10.6470384597778,8.9408130645752,1.70622539520264,0.14209465225012,"GPT2"
7,"no-gap","3","Norwegian - Wh","yes",7.9620304107666,7.99108934402466,-0.0290589332580566,0.0600942469388593,"GPT2"
7,"no-gap","3","Norwegian - RC","no",9.87455940246582,8.78730773925781,1.08725166320801,0.144706131533571,"GPT2"
7,"no-gap","3","Norwegian - RC","yes",7.82501840591431,7.49723672866821,0.327781677246094,0.0779846590327538,"GPT2"
7,"no-gap","4","English - Wh","no",6.8478422164917,6.28274536132812,0.565096855163574,0.0808716483148791,"GPT2"
