"sent_index","gap","layers","language","that_comp","what","that","filler_effect","err","model"
3,"no-gap","1","Norwegian - RC","no",10.7685346603394,10.7387552261353,0.0297794342041016,0.19606634376408,"LSTM"
3,"no-gap","1","Norwegian - RC","yes",10.7685346603394,10.7387552261353,0.0297794342041016,0.216514643542688,"LSTM"
3,"no-gap","2","English - Wh","no",13.940619468689,8.31664752960205,5.62397193908691,0.194692431752643,"LSTM"
3,"no-gap","2","English - Wh","yes",7.37867772579193,7.42575299739838,-0.0470752716064453,0.130731900535268,"LSTM"
3,"no-gap","2","Norwegian - Wh","no",13.0789375305176,11.0809946060181,1.99794292449951,0.206582233962013,"LSTM"
3,"no-gap","2","Norwegian - Wh","yes",10.7282514572144,10.9461479187012,-0.217896461486816,0.114940586978305,"LSTM"
3,"no-gap","2","Norwegian - RC","no",12.2831163406372,10.8786582946777,1.40445804595947,0.181632480557247,"LSTM"
3,"no-gap","2","Norwegian - RC","yes",10.1295680999756,10.6758251190186,-0.54625701904297,0.12420765621873,"LSTM"
3,"no-gap","3","English - Wh","no",13.4937877655029,8.02121114730835,5.47257661819458,0.180907904238373,"LSTM"
3,"no-gap","3","English - Wh","yes",7.3960942029953,7.33082354068756,0.0652706623077393,0.0480490420390125,"LSTM"
3,"no-gap","3","Norwegian - Wh","no",13.0732755661011,10.8471641540527,2.22611141204834,0.197919458145037,"LSTM"
3,"no-gap","3","Norwegian - Wh","yes",10.8629474639893,10.8110332489014,0.0519142150878906,0.0558328205239797,"LSTM"
3,"no-gap","3","Norwegian - RC","no",12.0356388092041,11.0403900146484,0.995248794555664,0.199841221826459,"LSTM"
3,"no-gap","3","Norwegian - RC","yes",10.4487648010254,10.744875907898,-0.296111106872559,0.11087592312903,"LSTM"
3,"no-gap","4","English - Wh","no",13.7948627471924,8.22289705276489,5.57196569442749,0.205564274161331,"LSTM"
3,"no-gap","4","English - Wh","yes",7.40443289279938,7.36320388317108,0.0412290096282959,0.0439027880871188,"LSTM"
3,"no-gap","4","Norwegian - Wh","no",11.0052709579468,11.1324682235718,-0.127197265625,0.178210147445947,"LSTM"
3,"no-gap","4","Norwegian - Wh","yes",10.749683380127,10.8556823730469,-0.105998992919925,0.0622924079041279,"LSTM"
3,"no-gap","4","Norwegian - RC","no",10.7094774246216,10.9479331970215,-0.238455772399902,0.180530889323031,"LSTM"
3,"no-gap","4","Norwegian - RC","yes",10.2023134231567,10.5219421386719,-0.319628715515138,0.0744264250088103,"LSTM"
3,"no-gap","5","English - Wh","no",14.3241014480591,8.15588140487671,6.16822004318237,0.225693646088122,"LSTM"
3,"no-gap","5","English - Wh","yes",7.43391668796539,7.26850497722626,0.165411710739136,0.0430758281410476,"LSTM"
3,"no-gap","5","Norwegian - Wh","no",10.9920520782471,10.9154491424561,0.0766029357910138,0.171923421395192,"LSTM"
3,"no-gap","5","Norwegian - Wh","yes",10.4187908172607,10.7864513397217,-0.367660522460938,0.0490500426053259,"LSTM"
3,"no-gap","5","Norwegian - RC","no",9.91055202484131,10.7853765487671,-0.874824523925781,0.171539001353807,"LSTM"
3,"no-gap","5","Norwegian - RC","yes",10.0047998428345,10.3812561035156,-0.376456260681151,0.0493484614300167,"LSTM"
4,"no-gap","1","English - Wh","no",11.3130083084106,8.13802254199982,3.17498576641083,0.220998011175265,"LSTM"
4,"no-gap","1","English - Wh","yes",11.3130083084106,8.13802254199982,3.17498576641083,0.260998836494983,"LSTM"
4,"no-gap","1","Norwegian - Wh","no",9.68723964691162,9.61687660217285,0.0703630447387678,0.242287645646323,"LSTM"
4,"no-gap","1","Norwegian - Wh","yes",9.68723964691162,9.61687660217285,0.0703630447387678,0.266287061184486,"LSTM"
4,"no-gap","1","Norwegian - RC","no",9.96220874786377,9.21072387695312,0.751484870910646,0.19606634376408,"LSTM"
4,"no-gap","1","Norwegian - RC","yes",9.96220874786377,9.21072387695312,0.751484870910646,0.216514643542688,"LSTM"
4,"no-gap","2","English - Wh","no",10.5891799926758,7.34639954566956,3.24278044700623,0.194692431752643,"LSTM"
4,"no-gap","2","English - Wh","yes",7.08614253997803,7.06477415561676,0.0213683843612671,0.130731900535268,"LSTM"
4,"no-gap","2","Norwegian - Wh","no",10.5909328460693,9.08635997772217,1.50457286834717,0.206582233962013,"LSTM"
4,"no-gap","2","Norwegian - Wh","yes",8.9120044708252,9.06398868560791,-0.151984214782715,0.114940586978305,"LSTM"
4,"no-gap","2","Norwegian - RC","no",11.2827625274658,9.15664863586426,2.12611389160156,0.181632480557247,"LSTM"
4,"no-gap","2","Norwegian - RC","yes",9.41300773620606,9.00330066680908,0.409707069396974,0.12420765621873,"LSTM"
4,"no-gap","3","English - Wh","no",10.4249625205994,7.37704074382782,3.04792177677155,0.180907904238373,"LSTM"
4,"no-gap","3","English - Wh","yes",7.14466762542725,7.41118931770325,-0.266521692276001,0.0480490420390125,"LSTM"
4,"no-gap","3","Norwegian - Wh","no",12.5401296615601,9.22266101837158,3.31746864318848,0.197919458145037,"LSTM"
4,"no-gap","3","Norwegian - Wh","yes",9.15955352783203,8.97641086578369,0.18314266204834,0.0558328205239797,"LSTM"
4,"no-gap","3","Norwegian - RC","no",12.6242561340332,9.31913948059082,3.30511665344238,0.199841221826459,"LSTM"
4,"no-gap","3","Norwegian - RC","yes",9.07403469085693,9.08326244354248,-0.00922775268554688,0.11087592312903,"LSTM"
4,"no-gap","4","English - Wh","no",7.04920840263367,7.46801471710205,-0.418806314468384,0.205564274161331,"LSTM"
4,"no-gap","4","English - Wh","yes",7.35909497737885,7.58201599121094,-0.222921013832092,0.0439027880871188,"LSTM"
4,"no-gap","4","Norwegian - Wh","no",10.918529510498,9.17162895202637,1.74690055847168,0.178210147445947,"LSTM"
4,"no-gap","4","Norwegian - Wh","yes",9.01266670227051,8.94956016540527,0.0631065368652344,0.0622924079041279,"LSTM"
4,"no-gap","4","Norwegian - RC","no",12.419867515564,9.13884162902832,3.28102588653564,0.180530889323031,"LSTM"
4,"no-gap","4","Norwegian - RC","yes",8.96664619445801,8.88064384460449,0.0860023498535156,0.0744264250088103,"LSTM"
4,"no-gap","5","English - Wh","no",7.28385365009308,7.40418314933777,-0.12032949924469,0.225693646088122,"LSTM"
4,"no-gap","5","English - Wh","yes",7.38739693164825,7.47487044334412,-0.0874735116958618,0.0430758281410476,"LSTM"
4,"no-gap","5","Norwegian - Wh","no",10.4148731231689,9.05231189727783,1.36256122589111,0.171923421395192,"LSTM"
4,"no-gap","5","Norwegian - Wh","yes",8.92924404144287,8.87743186950684,0.0518121719360352,0.0490500426053259,"LSTM"
4,"no-gap","5","Norwegian - RC","no",11.2237758636475,9.06647396087646,2.15730190277099,0.171539001353807,"LSTM"
4,"no-gap","5","Norwegian - RC","yes",8.97001552581787,8.85032844543457,0.119687080383301,0.0493484614300167,"LSTM"
5,"no-gap","1","English - Wh","no",12.625919342041,7.95995855331421,4.66596078872681,0.220998011175265,"LSTM"
5,"no-gap","1","English - Wh","yes",12.625919342041,7.95995855331421,4.66596078872681,0.260998836494983,"LSTM"
5,"no-gap","1","Norwegian - Wh","no",13.5557489395142,8.25713157653809,5.29861736297607,0.242287645646323,"LSTM"
5,"no-gap","1","Norwegian - Wh","yes",13.5557489395142,8.25713157653809,5.29861736297607,0.266287061184486,"LSTM"
5,"no-gap","1","Norwegian - RC","no",11.5578918457031,8.90101432800293,2.65687751770019,0.19606634376408,"LSTM"
5,"no-gap","1","Norwegian - RC","yes",11.5578918457031,8.90101432800293,2.65687751770019,0.216514643542688,"LSTM"
5,"no-gap","2","English - Wh","no",11.2993364334106,7.75844871997833,3.54088771343231,0.194692431752643,"LSTM"
5,"no-gap","2","English - Wh","yes",7.88885295391083,7.49120849370956,0.397644460201263,0.130731900535268,"LSTM"
5,"no-gap","2","Norwegian - Wh","no",13.9577560424805,8.14723682403564,5.81051921844482,0.206582233962013,"LSTM"
5,"no-gap","2","Norwegian - Wh","yes",9.41492652893066,8.23499298095703,1.17993354797363,0.114940586978305,"LSTM"
5,"no-gap","2","Norwegian - RC","no",14.0359973907471,8.37335681915283,5.66264057159424,0.181632480557247,"LSTM"
5,"no-gap","2","Norwegian - RC","yes",10.2561712265015,8.60809707641602,1.64807415008545,0.12420765621873,"LSTM"
5,"no-gap","3","English - Wh","no",10.1255991458893,7.95386147499084,2.17173767089844,0.180907904238373,"LSTM"
5,"no-gap","3","English - Wh","yes",7.53623431921005,7.58149152994156,-0.0452572107315063,0.0480490420390125,"LSTM"
5,"no-gap","3","Norwegian - Wh","no",12.0883045196533,9.34945297241211,2.73885154724121,0.197919458145037,"LSTM"
5,"no-gap","3","Norwegian - Wh","yes",8.41683101654053,8.20233535766602,0.214495658874512,0.0558328205239797,"LSTM"
5,"no-gap","3","Norwegian - RC","no",13.9213342666626,9.88505935668945,4.03627490997315,0.199841221826459,"LSTM"
5,"no-gap","3","Norwegian - RC","yes",8.24056243896484,8.34952068328857,-0.10895824432373,0.11087592312903,"LSTM"
5,"no-gap","4","English - Wh","no",11.0679459571838,8.56409049034119,2.50385546684265,0.205564274161331,"LSTM"
5,"no-gap","4","English - Wh","yes",7.93777257204056,7.99287348985672,-0.0551009178161621,0.0439027880871188,"LSTM"
5,"no-gap","4","Norwegian - Wh","no",13.9666481018066,11.348406791687,2.61824131011963,0.178210147445947,"LSTM"
5,"no-gap","4","Norwegian - Wh","yes",8.46899223327637,8.28165149688721,0.18734073638916,0.0622924079041279,"LSTM"
5,"no-gap","4","Norwegian - RC","no",14.2323846817017,12.1669120788574,2.06547260284424,0.180530889323031,"LSTM"
5,"no-gap","4","Norwegian - RC","yes",8.30487632751465,8.48451519012451,-0.179638862609863,0.0744264250088103,"LSTM"
5,"no-gap","5","English - Wh","no",10.8949041366577,8.91558849811554,1.97931563854218,0.225693646088122,"LSTM"
5,"no-gap","5","English - Wh","yes",8.06935673952103,8.15358072519302,-0.0842239856719971,0.0430758281410476,"LSTM"
5,"no-gap","5","Norwegian - Wh","no",11.6921606063843,11.8405637741089,-0.148403167724613,0.171923421395192,"LSTM"
5,"no-gap","5","Norwegian - Wh","yes",8.42771434783936,8.44013786315918,-0.0124235153198242,0.0490500426053259,"LSTM"
5,"no-gap","5","Norwegian - RC","no",11.8361167907715,12.10227394104,-0.266157150268556,0.171539001353807,"LSTM"
5,"no-gap","5","Norwegian - RC","yes",8.41781806945801,8.53145599365234,-0.113637924194336,0.0493484614300167,"LSTM"
6,"no-gap","1","English - Wh","no",11.3115248680115,7.67986869812012,3.63165616989136,0.220998011175265,"LSTM"
6,"no-gap","1","English - Wh","yes",11.3115248680115,7.67986869812012,3.63165616989136,0.260998836494983,"LSTM"
6,"no-gap","1","Norwegian - Wh","no",12.3264799118042,8.20907831192017,4.11740159988403,0.242287645646323,"LSTM"
6,"no-gap","1","Norwegian - Wh","yes",12.3264799118042,8.20907831192017,4.11740159988403,0.266287061184486,"LSTM"
6,"no-gap","1","Norwegian - RC","no",11.4090032577515,8.54824638366699,2.86075687408447,0.19606634376408,"LSTM"
6,"no-gap","1","Norwegian - RC","yes",11.4090032577515,8.54824638366699,2.86075687408447,0.216514643542688,"LSTM"
6,"no-gap","2","English - Wh","no",10.3725643157959,6.87414789199829,3.49841642379761,0.194692431752643,"LSTM"
6,"no-gap","2","English - Wh","yes",9.62054920196533,6.95422458648682,2.66632461547852,0.130731900535268,"LSTM"
6,"no-gap","2","Norwegian - Wh","no",12.6811060905457,7.08291339874268,5.59819269180298,0.206582233962013,"LSTM"
6,"no-gap","2","Norwegian - Wh","yes",10.749568939209,7.58027505874634,3.16929388046265,0.114940586978305,"LSTM"
6,"no-gap","2","Norwegian - RC","no",11.0448956489563,7.35834646224976,3.68654918670654,0.181632480557247,"LSTM"
6,"no-gap","2","Norwegian - RC","yes",10.7297201156616,8.07479119300842,2.6549289226532,0.12420765621873,"LSTM"
6,"no-gap","3","English - Wh","no",9.67384004592896,6.60328435897827,3.07055568695068,0.180907904238373,"LSTM"
6,"no-gap","3","English - Wh","yes",6.9656195640564,6.77902507781982,0.186594486236572,0.0480490420390125,"LSTM"
6,"no-gap","3","Norwegian - Wh","no",10.8757696151733,7.05281114578247,3.82295846939087,0.197919458145037,"LSTM"
6,"no-gap","3","Norwegian - Wh","yes",8.9753737449646,7.35750484466553,1.61786890029907,0.0558328205239797,"LSTM"
6,"no-gap","3","Norwegian - RC","no",10.0227212905884,7.16058540344238,2.862135887146,0.199841221826459,"LSTM"
6,"no-gap","3","Norwegian - RC","yes",9.90658664703369,7.56308603286743,2.34350061416626,0.11087592312903,"LSTM"
6,"no-gap","4","English - Wh","no",9.78679370880127,6.62667560577393,3.16011810302734,0.205564274161331,"LSTM"
6,"no-gap","4","English - Wh","yes",6.77257394790649,6.8617844581604,-0.0892105102539062,0.0439027880871188,"LSTM"
6,"no-gap","4","Norwegian - Wh","no",8.52123117446899,7.85938477516174,0.661846399307251,0.178210147445947,"LSTM"
6,"no-gap","4","Norwegian - Wh","yes",7.42447113990784,7.39125728607178,0.0332138538360596,0.0622924079041279,"LSTM"
6,"no-gap","4","Norwegian - RC","no",8.59490847587585,7.90136885643005,0.693539619445801,0.180530889323031,"LSTM"
6,"no-gap","4","Norwegian - RC","yes",7.58535146713257,7.47724676132202,0.108104705810547,0.0744264250088103,"LSTM"
6,"no-gap","5","English - Wh","no",9.5674638748169,6.37615299224854,3.19131088256836,0.225693646088122,"LSTM"
6,"no-gap","5","English - Wh","yes",6.80912661552429,6.68221163749695,0.126914978027344,0.0430758281410476,"LSTM"
6,"no-gap","5","Norwegian - Wh","no",8.25154972076416,7.75031685829163,0.501232862472534,0.171923421395192,"LSTM"
6,"no-gap","5","Norwegian - Wh","yes",7.3384006023407,7.31770086288452,0.0206997394561768,0.0490500426053259,"LSTM"
6,"no-gap","5","Norwegian - RC","no",8.40758371353149,7.76174354553223,0.645840167999268,0.171539001353807,"LSTM"
6,"no-gap","5","Norwegian - RC","yes",7.47670125961304,7.38223147392273,0.0944697856903076,0.0493484614300167,"LSTM"
7,"no-gap","1","English - Wh","no",8.98889541625977,5.7643551826477,3.22454023361206,0.220998011175265,"LSTM"
7,"no-gap","1","English - Wh","yes",8.98889541625977,5.7643551826477,3.22454023361206,0.260998836494983,"LSTM"
7,"no-gap","1","Norwegian - Wh","no",8.37929153442383,4.52163600921631,3.85765552520752,0.242287645646323,"LSTM"
7,"no-gap","1","Norwegian - Wh","yes",8.37929153442383,4.52163600921631,3.85765552520752,0.266287061184486,"LSTM"
7,"no-gap","1","Norwegian - RC","no",7.50892448425293,4.97989559173584,2.52902889251709,0.19606634376408,"LSTM"
7,"no-gap","1","Norwegian - RC","yes",7.50892448425293,4.97989559173584,2.52902889251709,0.216514643542688,"LSTM"
7,"no-gap","2","English - Wh","no",9.79594802856445,6.6982946395874,3.09765338897705,0.194692431752643,"LSTM"
7,"no-gap","2","English - Wh","yes",6.56400489807129,6.26326560974121,0.300739288330078,0.130731900535268,"LSTM"
7,"no-gap","2","Norwegian - Wh","no",8.01427745819092,4.81374454498291,3.20053291320801,0.206582233962013,"LSTM"
7,"no-gap","2","Norwegian - Wh","yes",5.99811410903931,4.81677627563477,1.18133783340454,0.114940586978305,"LSTM"
7,"no-gap","2","Norwegian - RC","no",6.92395448684692,5.55202293395996,1.37193155288696,0.181632480557247,"LSTM"
7,"no-gap","2","Norwegian - RC","yes",6.91063117980957,5.5010404586792,1.40959072113037,0.12420765621873,"LSTM"
7,"no-gap","3","English - Wh","no",9.33299446105957,6.67572498321533,2.65726947784424,0.180907904238373,"LSTM"
7,"no-gap","3","English - Wh","yes",6.12377738952637,5.93868684768677,0.1850905418396,0.0480490420390125,"LSTM"
7,"no-gap","3","Norwegian - Wh","no",8.03800296783447,5.34225654602051,2.69574642181396,0.197919458145037,"LSTM"
7,"no-gap","3","Norwegian - Wh","yes",5.27438354492188,4.63290929794312,0.64147424697876,0.0558328205239797,"LSTM"
7,"no-gap","3","Norwegian - RC","no",6.22341823577881,5.75143432617188,0.471983909606934,0.199841221826459,"LSTM"
7,"no-gap","3","Norwegian - RC","yes",5.22143745422363,5.14728450775146,0.074152946472168,0.11087592312903,"LSTM"
7,"no-gap","4","English - Wh","no",9.50240612030029,7.15496921539307,2.34743690490722,0.205564274161331,"LSTM"
7,"no-gap","4","English - Wh","yes",6.33687686920166,6.36153316497803,-0.0246562957763672,0.0439027880871188,"LSTM"
