"sent_index","gap","gap_position","gap_numeric","filler_effect","err","dependency","language","lang_dep","model"
8,"no-gap","decl-comp",-0.5,-0.964202880859375,0.0888203498417806,"Wh","Norwegian","Norwegian - Wh","LSTM"
8,"no-gap","decl-comp",-0.5,-0.441940307617188,0.0878705402027331,"RC","Norwegian","Norwegian - RC","LSTM"
8,"no-gap","decl-comp",-0.5,-0.232527673244476,0.102262478966382,"Wh","English","English - Wh","LSTM"
8,"no-gap","wh-comp",-0.5,-0.348580420017242,0.0700725223257429,"Wh","English","English - Wh","LSTM"
8,"no-gap","wh-comp",-0.5,0.283500671386719,0.101378863644121,"Wh","Norwegian","Norwegian - Wh","LSTM"
8,"no-gap","wh-comp",-0.5,0.556022644042969,0.104408164172789,"RC","Norwegian","Norwegian - RC","LSTM"
8,"gap","zero-comp",0.5,-4.74264335632324,0.150842416341311,"RC","Norwegian","Norwegian - RC","LSTM"
8,"gap","zero-comp",0.5,-4.25443357229233,0.149602162815389,"Wh","English","English - Wh","LSTM"
8,"gap","zero-comp",0.5,-4.12880611419678,0.106943213789736,"Wh","Norwegian","Norwegian - Wh","LSTM"
8,"gap","decl-comp",0.5,-2.59434413909912,0.0888203498417806,"Wh","Norwegian","Norwegian - Wh","LSTM"
8,"gap","decl-comp",0.5,-2.43028211593628,0.0878705402027331,"RC","Norwegian","Norwegian - RC","LSTM"
8,"gap","decl-comp",0.5,-1.92807734012604,0.102262478966382,"Wh","English","English - Wh","LSTM"
8,"gap","wh-comp",0.5,-2.94397306442261,0.101378863644121,"Wh","Norwegian","Norwegian - Wh","LSTM"
8,"gap","wh-comp",0.5,-2.36214113235474,0.104408164172789,"RC","Norwegian","Norwegian - RC","LSTM"
8,"gap","wh-comp",0.5,-1.64982926845551,0.0700725223257429,"Wh","English","English - Wh","LSTM"
9,"no-gap","zero-comp",-0.5,1.88640403747559,0.106943213789736,"Wh","Norwegian","Norwegian - Wh","LSTM"
9,"no-gap","zero-comp",-0.5,1.92428016662598,0.150842416341311,"RC","Norwegian","Norwegian - RC","LSTM"
9,"no-gap","zero-comp",-0.5,2.90339148044586,0.149602162815389,"Wh","English","English - Wh","LSTM"
9,"no-gap","decl-comp",-0.5,0.628934502601624,0.102262478966382,"Wh","English","English - Wh","LSTM"
